UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Irawan Nurinsan,@_irawannurinsan,2021-03-24T13:31:21.000Z,"Irawan Nurinsan
@_irawannurinsan
·
Mar 24","Sirkuit Fomula E vs Sirkuit Mandalika
Keliatan jelas kan mana yg jadi dan mana yg cuma omongan doang?
@cagubnyinyir2
 
@SoffiAgus
1",,,,1,[],https://twitter.com/_irawannurinsan/status/1374715460906676233
tria,@triajaaa,2021-03-24T00:53:16.000Z,"tria
@triajaaa
·
Mar 24","Replying to 
@Ar1Pangeran
 and 
@aniesbaswedan
Ajang balapan motor 
@MotoGP
 terkenal dgn icon pembalap kelas dunia spt Rossi, Marquez, Vinales, dlsb, disiarkan lbh dr 200 negara ke 432 juta rumah diseluruh dunia, jelas bisa mengangkat nama Indonesia melalui sirkuit Mandalika. Kl formula E itu bgmn bang?  
@FerdinandHaean3
1
1
4",👠 😌,1,1,4,['https://pbs.twimg.com/media/ExNK6PeU8Agw9uq?format=jpg&name=small'],https://twitter.com/triajaaa/status/1374524682024579081
Riana Dewie,@RianaDewie,2021-03-24T02:28:00.000Z,"Riana Dewie
@RianaDewie
·
Mar 24","Yuk lanjutttt...

3. Bulan Maret, Bank Indonesia di Provinsi Nusa Tenggara Barat, 
Mandalika
4. Bulan April, Kementerian Perekonomian dan UKM di Provinsi Jawa Barat

#KilauDigitalFlobamora #BanggaBuatanIndonesia #UMKM #NTT #GPRKominfo",,,,,[],https://twitter.com/RianaDewie/status/1374548522205245442
Kereta Angin Mobrig,@EDH012,2021-03-24T11:50:03.000Z,"Kereta Angin Mobrig
@EDH012
·
Mar 24","Replying to 
@ChusnulCh__
 @dewanpers
 and 2 others
Begitulah wan abon dan para kadrunnya ,yang kerja siapa yg diapresiasi siapa.
Misal sirkuit Mandalika ada di Jakarta, wan abon pasti diklaim yg bangun tuh sirkuit.
Di mata Kadrun dan medianya,semua yg bagus jd milik si Abon, yg jelek jd kerjaan pemerintah pusat.
1
2",,,1,2,[],https://twitter.com/EDH012/status/1374689969378193414
ichankSRG,@ICHANKsrg2,2021-03-24T23:43:39.000Z,"ichankSRG
@ICHANKsrg2
·
Mar 25","Replying to 
@kompascom
Wkwwk.... Terus buat apa Jokowi membangun sirkuit Mandalika...... ... Pemikiran anak kecil....
1
2",,1,,2,[],https://twitter.com/ICHANKsrg2/status/1374869552031363076
Dhini,@Dhinijogja,2021-03-24T05:00:00.000Z,"Dhini
@Dhinijogja
·
Mar 24","PT Pengembangan Pariwisata Indonesia atau ITDC mendorong percepatan pembangunan akomodasi berbintang lima Hotel Pullman Mandalika. Ditargetkan fasilitas pariwisata kawasan The Mandalika akan mulai beroperasi pada kuartal IV 2021.
@jokowi
 @pelajar_tawakal
1",,1,,,['https://pbs.twimg.com/media/ExM0-dRUcBAUGtI?format=jpg&name=small'],https://twitter.com/Dhinijogja/status/1374586776099172352
tanuki_,@salestahu,2021-03-24T06:05:38.000Z,"tanuki_
@salestahu
·
Mar 24","Replying to 
@yudasagara
 @mahmud_afrizani
 and 
@RBTHIndonesia
Formula E ditunda, bukan batal. Cari info yang bener. 
Lagian gak cuma indo doang, negara tuan rumah yang laen juga ditunda.
Terus itu yang udah mahal"" bangun sirkuit mandalika akhirnya cuma jadi cadangan gak dikritisi sekalian?
1
9",,1,,9,[],https://twitter.com/salestahu/status/1374603293553389568
Creating Destinations,@ITDC_id,2021-03-24T03:16:52.000Z,"Creating Destinations
@ITDC_id
·
Mar 24","Nah sampai saat ini beragam tema telah digunakan untuk prangko Indonesia termasuk pariwisata. Bahkan beberapa waktu lalu telah diluncurkan seri prangko Daerah Tujuan Wisata yaitu Mandalika, Labuan Bajo, Danau Toba, Bromo yang nantinya dapat dibeli oleh publik.
1",,1,,,[],https://twitter.com/ITDC_id/status/1374560822425350149
zilong,@fachruozi,2021-03-24T02:40:33.000Z,"zilong
@fachruozi
·
Mar 24","1. Bulan Januari, oleh Kementerian Perhubungan di Provinsi Bali
2. Bulan Februari oleh Kementerian Parekraf di Provinsi Sumatera Utara, Danau Toba
3. Bulan Maret, Bank Indonesia di Provinsi NTT, Mandalika
#KilauDigitalFlobamora #BanggaBuatanIndonesia #UMKM #NTT #GPRKominfo
1",,1,,,[],https://twitter.com/fachruozi/status/1374551683104088065
APK SCHOOLFESS ON PINNED,@schfess,2021-03-24T06:28:25.000Z,"APK SCHOOLFESS ON PINNED
@schfess
·
Mar 24","Sch! Yang utbknya dapet tanggal 14 April semangat ya hari pertama puasa loh

✄・・・
 Trivia: Putri Mandalika menyeburkan diri ke laut dan menjadi cacing nyale (jenis polychaeta.)
1
1
2",📌 ❤ 🤔,1,1,2,[],https://twitter.com/schfess/status/1374609027129221124
Laklak Puun,@arirang206,2021-03-24T10:56:11.000Z,"Laklak Puun
@arirang206
·
Mar 24","Replying to 
@_Lin_Apr1lia
 @anaman_08
 and 
@P3nj3l4j4h_id
Lebih tertarik ame Mandalika Motogp
1
1",,1,,1,[],https://twitter.com/arirang206/status/1374676413266100228
sazwani,@sazwaniizzati,2021-03-24T05:50:53.000Z,"sazwani
@sazwaniizzati
·
Mar 24","Replying to 
@mandalika_99
hahahaha selamba amik makanan lepastu ‘nnti mak saya bayar’
1
1",,1,,1,[],https://twitter.com/sazwaniizzati/status/1374599578809376769
Nona Manis,@sriwahyuni15049,2021-03-24T02:14:29.000Z,"Nona Manis
@sriwahyuni15049
·
Mar 24","Replying to 
@nynamuztyka
Yup. Tadi sempat baca tu ada Bali, Mandalika di NTB, Jabar, Joglosemar, Danau toba di Sumut dan NTT ya kak. Keren-keren parah sih itu. 

#KilauDigitalFlobamora #BanggaBuatanIndonesia #UMKM #NTT #GPRKominfo
1",,1,,,[],https://twitter.com/sriwahyuni15049/status/1374545122600226824
قارينا,@mandalika_99,2021-03-24T07:36:22.000Z,"قارينا
@mandalika_99
·
Mar 24","Replying to 
@sazwaniizzati
HAHAHHAHAHAHA YE DOO ADUH RINDU",💎,,,,[],https://twitter.com/mandalika_99/status/1374626127285690371
MAMET SAPUTRA,@pelajar_tawakal,2021-03-24T05:29:43.000Z,"MAMET SAPUTRA
@pelajar_tawakal
·
Mar 24","Replying to 
@Dhinijogja
 and 
@jokowi
Bravo My Presiden 
@jokowi
 
Bravo Mandalika
Indonesia tambah kece... ",😍 😍,,,,[],https://twitter.com/pelajar_tawakal/status/1374594253821669379
SinyalPedia,@SinyalPedia,2021-03-24T02:26:35.000Z,"SinyalPedia
@SinyalPedia
·
Mar 24","Gernas BBI

1. Bulan Januari, oleh Kementerian Perhubungan di Provinsi Bali

2. Bulan Februari oleh Kementerian Parekraf di Provinsi Sumatera Utara, Danau Toba

3. Bulan Maret, Bank Indonesia di Provinsi Nusa Tenggara Barat, Mandalika
1",,1,,,[],https://twitter.com/SinyalPedia/status/1374548164854771712
Pengamat Netizen,@haloOCTA,2021-03-24T01:47:50.000Z,"Pengamat Netizen
@haloOCTA
·
Mar 24","Lalu dibulan Februari dilaksanakan oleh Kementerian Parekraf di Provinsi Sumatera Utara, Danau Toba. 
Selanjutnya untuk bulan Maret, Bank Indonesia di Provinsi Nusa Tenggara Barat, Mandalika.

#KilauDigitalFlobamora #BanggaBuatanIndonesia #UMKM #NTT #GPRKominfo
1",,,,1,[],https://twitter.com/haloOCTA/status/1374538415912280065
anak tengah,@nicknamekosong,2021-03-25T15:13:38.000Z,"anak tengah
@nicknamekosong
·
Mar 25","bm mandalika sama kamu :)
MotoGP™
@MotoGP
 · Mar 25
Introducing the class of 2021! 

#MotoGP is officially back in business! 

#QatarGP 
Show this thread
1",🏁 📸 🔥,,,1,"['https://pbs.twimg.com/profile_images/1319411648399089664/j1NXSCtV_mini.jpg', 'https://pbs.twimg.com/media/ExVKn7yWQAkbA8_?format=jpg&name=small', 'https://pbs.twimg.com/media/ExVKn73WEAA7u4J?format=jpg&name=small']",https://twitter.com/nicknamekosong/status/1375103589547274241
Aldi,@ArdiwinataAldi,2021-03-25T18:58:18.000Z,"Aldi
@ArdiwinataAldi
·
Mar 26","Anjay ada Mandalika racing team
MotoGP™
@MotoGP
 · Mar 26
Many of last year's big hitters stay on, joined by an exciting crop of rookies with glittering CVs! 

Which of these will be crowned the 2021 #Moto2 World Champion? 

#QatarGP 
Show this thread",🔥 🏁 ✨ 🏆,,,,"['https://pbs.twimg.com/profile_images/1319411648399089664/j1NXSCtV_mini.jpg', 'https://pbs.twimg.com/media/ExV2n8GW8AY0Y4E?format=jpg&name=small']",https://twitter.com/ArdiwinataAldi/status/1375160126655504387
suparyono Nw,@NwSuparyono,2021-03-25T04:40:57.000Z,"suparyono Nw
@NwSuparyono
·
Mar 25",Gemes ya lihat progress pengerjaan sirkuit Mandalika lambat amat,,,,,[],https://twitter.com/NwSuparyono/status/1374944368080027662
Citilink Indonesia,@Citilink,2021-03-25T07:10:33.000Z,"Citilink Indonesia
@Citilink
·
Mar 25","Baju Merah Rapih Di Setrika
Ternyata Salah Harusnya Warna Biru
Yuk Bersepedah dan Jelajah Mandalika
Di Indonesia Aja Lebih Seru

Nantikan juga Hidup Sehat 2021 #DiIndonesia #BarengCitilink Series Borobudur, Danau Toba, Labuan Bajo, Likupang, dan Bali.

#BetterFlyCitilink
3",,,,3,['https://pbs.twimg.com/media/ExTqv6KUcAQHkd7?format=jpg&name=small'],https://twitter.com/Citilink/status/1374982017163554821
Creating Destinations,@ITDC_id,2021-03-25T02:18:01.000Z,"Creating Destinations
@ITDC_id
·
Mar 25","Dengan program ini, revitalisasi toilet akan menyasar ke Kawasan Wisata Sade Bawah, Mandalika dan direplikasi ke kawasan lainnya di dalam dan sekitar KEK Mandalika.
1",,1,,,[],https://twitter.com/ITDC_id/status/1374908396776742914
Fajrul Islam,@fajrulisme,2021-03-25T12:23:27.000Z,"Fajrul Islam
@fajrulisme
·
Mar 25","Salah satu hasil hunting foto dadakan di Bukit Merese, Lombok.

Beneran masih belum puas dah, pengen juga ekplor Mandalika. Kapan ya bisa ke Lombok lagi?

#lombokisland #bukitmerese @ Bukit Merese Lombok https://instagram.com/p/CM13GUEsU7v/?igshid=1gwp8zmgi53vf…",,,,,[],https://twitter.com/fajrulisme/status/1375060759139471367
Dyan_Rachmad,@King_saul_rasha,2021-03-25T05:42:07.000Z,"Dyan_Rachmad
@King_saul_rasha
·
Mar 25","Replying to 
@DavidWijaya82
Paling nanti di Mandalika.
1
1",,1,,1,[],https://twitter.com/King_saul_rasha/status/1374959761486045187
Creating Destinations,@ITDC_id,2021-03-25T02:18:00.000Z,"Creating Destinations
@ITDC_id
·
Mar 25","Di KEK Mandalika sendiri, khususnya di area Balawista di Pantai Kuta, The Mandalika, telah ada fasilitas toilet lengkap dengan standar global yang menjadikannya diklaim sebagai toilet pariwisata terbersih di Indonesia.
1",,1,,,[],https://twitter.com/ITDC_id/status/1374908394746703877
Fadli Sultan,@fadlisultan81,2021-03-25T13:47:23.000Z,"Fadli Sultan
@fadlisultan81
·
Mar 25","Replying to 
@yusuf_dumdum
 and 
@KPK_RI
Udah... Suruh ke mandalika aja.... Sirkuitnya hampir jadi tuh... Duit udah keluar banyak, pohon2 udah di tebangin eh malah batal... Kasian bgt warga jakarta...
1",,,,1,[],https://twitter.com/fadlisultan81/status/1375081882203746306
Aji,@Aji82940127,2021-03-25T13:38:52.000Z,"Aji
@Aji82940127
·
Mar 25","Replying to 
@Ayang_Utriza
 @KPK_RI
 and 2 others
Woooi lae...
  Kok kau mw komen, cobak ko tanyak sama 
@KPK_RI
  gmn nasib sirkuit mandalika, trus proyek pemindahan ibukota baru yg di gadang2 bebas banjir tu, biar adil kau lae...
   Kok kau curiga tentang anis, ko tinggal lapor j ke kpk lae...
Biar di urus masalh yg ko curhatkan
3
1
17",,3,1,17,[],https://twitter.com/Aji82940127/status/1375079741670125571
David Wijaya,@DavidWijaya82,2021-03-25T08:24:42.000Z,"David Wijaya
@DavidWijaya82
·
Mar 25","Replying to 
@goen11041
Baunya sih gitu, dompleng sirkuit Mandalika
1
2",,1,,2,[],https://twitter.com/DavidWijaya82/status/1375000679652098049
Scherazade Mulia Saraswati,@ScherazadeMS,2021-03-25T03:49:40.000Z,"Scherazade Mulia Saraswati
@ScherazadeMS
·
Mar 25","Replying to 
@RDTtweet
Mandalika terbilang adem ayem. Apa karena satu kubu?
1",,1,,,[],https://twitter.com/ScherazadeMS/status/1374931461913026560
Responsibank_Indo,@Responsibank_ID,2021-03-25T13:16:10.000Z,"Responsibank_Indo
@Responsibank_ID
·
Mar 25","Namun di sisi lain, pembangunan mega project ini diharapkan tidak mengabaikan warga yang berada di kawasan tersebut. 

Berikut beberapa potret kondisi warga sekitar KEK Mandalika yg dikumpulkan oleh tim 
@Responsibank_ID
 . 

#SustainableFinance
1",,1,,,[],https://twitter.com/Responsibank_ID/status/1375074027723616258
Anak Pisangan,@AnakPisangan,2021-03-25T02:34:37.000Z,"Anak Pisangan
@AnakPisangan
·
Mar 25","Replying to 
@kompascom
Iya deh, yg takut mandalika gagal 
1",🤫,1,,,[],https://twitter.com/AnakPisangan/status/1374912577495461890
Fahmi,@catperku,2021-03-25T07:01:56.000Z,"Fahmi
@catperku
·
Mar 25","Explore Kuta Mandalika Lombok, Lihat Cikal Bakal Sirkuit Mandalika NTB! [ Wisata Lombok ] - https://catperku.info/explore-kuta-mandalika-lombok/?wpwautoposter=1616655597…",,,,,['https://pbs.twimg.com/media/ExTo4t0U4AEwXC_?format=jpg&name=small'],https://twitter.com/catperku/status/1374979849572392960
inas fully vaxx ,@inyasoke,2021-03-25T11:45:29.000Z,"inas fully vaxx 
@inyasoke
·
Mar 25","Replying to 
@Ayang_Utriza
 @KPK_RI
 and 2 others
gagal? bukannya ditunda ya soalnya pandemi blom kelar, mandalika aja cuman jd sirkuit cadangan kok di motogp
4
17",,4,,17,[],https://twitter.com/inyasoke/status/1375051205320220674
Dika,@putu_ardikabali,2021-03-25T01:31:22.000Z,"Dika
@putu_ardikabali
·
Mar 25","Replying to 
@KawanBaikKomodo
 @PDI_Perjuangan
 and 
@jokowi
Sptnya pemerintah ingin duplikasi konsep ""resort raksasa"" ala Nusa Dua di seantero Indonesia. Pdhl blm tentu sukses, lihat itu Mandalika. Bahkan di Bali pun tdk semua turis pengen liburan di resort, banyak yg lebih memilih homestay/hotel/villa yg teringerasi dgn lingk. kota/desa.
1
1",,1,,1,[],https://twitter.com/putu_ardikabali/status/1374896660195643394
Pakai masker bila keluar rumah,@antontanjaya15,2021-03-25T23:28:55.000Z,"Pakai masker bila keluar rumah
@antontanjaya15
·
Mar 26","Replying to 
@Ayang_Utriza
 @KPK_RI
 and 2 others
1 T jadi track Mandalika terus yg di JKT merusak Monas dll 1 T kabur kanginan.
1",,,,1,[],https://twitter.com/antontanjaya15/status/1375228232442638336
,@runpeprun,2021-03-25T14:34:34.000Z,"@runpeprun
·
Mar 25","Replying to 
@weiguang91
aku pernah ke lombok sekitar Okt, ke Mandalika. Panasnya masya allah haha. I dunno kalau di Gili ya.
1",👻,1,,,[],https://twitter.com/runpeprun/status/1375093756697968643
kr1sd,@p4piKRiS,2021-03-25T06:11:07.000Z,"kr1sd
@p4piKRiS
·
Mar 25","Replying to 
@ICHANKsrg2
 and 
@kompascom
anak kecil yg ini baru di kasi kepercayaan di DPRD utk mikir sebatas masalah wilayah DKI aja.... lom berwenang utk mikir masalah sirkuit di mandalika.
Coba tanya yg lbh kompeten di DPR aja.... malah pada anteng ngga ada suaranya tuh mereka ttg sirkuit mandalika! ",🤔 🙄,,,,[],https://twitter.com/p4piKRiS/status/1374967059046490117
AntiOtakCebong,@denyhalif1,2021-03-25T09:14:59.000Z,"AntiOtakCebong
@denyhalif1
·
Mar 25","Replying to 
@irenejuliency
 @irenecutemom
 and 2 others
Duit Piala dunia U21 dan GP mandalika bisa beli jengkol berapa hektar  ???",,,,,[],https://twitter.com/denyhalif1/status/1375013330197209093
Scherazade Mulia Saraswati,@ScherazadeMS,2021-03-25T05:57:04.000Z,"Scherazade Mulia Saraswati
@ScherazadeMS
·
Mar 25","Replying to 
@ardian_ace
Mandalika ngga ada pengawasnya...
1",,1,,,[],https://twitter.com/ScherazadeMS/status/1374963526473641986
Harits Aldi Yafi,@HAY_170896,2021-03-25T05:27:13.000Z,"Harits Aldi Yafi
@HAY_170896
·
Mar 25","Replying to 
@ScherazadeMS
 and 
@RDTtweet
Mandalika juga sempet mau dihebohin kan masalah pembebasan lahan yg sampe ngetag akun twitter Rossi dkk. Walau gagal. Mingkn krn Mandalika kerjaannya pemerintah pusat jd susah mau ngedebatnya. Klo FE kan kyknya cuma pemprov DKI yg terlibat jd lbh mudah didebat. Mungkin lho ya.
1",,1,,,[],https://twitter.com/HAY_170896/status/1374956013145624580
empty,@sheahustler,2021-03-26T18:54:46.000Z,"empty
@sheahustler
·
Mar 27","Baru di pamerin doang pantai KUTA MANDALIKA #lombok
1",😜 😜,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1375521532437401607/pu/img/_1A-dhFHTapoNp1b.jpg'],https://twitter.com/sheahustler/status/1375521626813460487
CNN Indonesia,@CNNIndonesia,2021-03-26T08:20:50.000Z,"CNN Indonesia
@CNNIndonesia
·
Mar 26","VIDEO: Pose Pembalap Tim Mandalika di Sesi Foto Moto2 2021
cnnindonesia.com
VIDEO: Pose Pembalap Tim Mandalika di Sesi Foto Moto2 2021
Dua pembalap tim Pertamina Mandalika SAG Team, Thomas Luthi dan Bo Bendsneyder, turut serta dalam sesi pemotretan jelang Moto2 2021.
2
11",,,2,11,[],https://twitter.com/CNNIndonesia/status/1375362091654160384
Albert Solo,@AlbertSolo2,2021-03-26T18:26:31.000Z,"Albert Solo
@AlbertSolo2
·
Mar 27","Perhelatan GP motor di sirkuit internasional Mandalika Lombok NTB terancam tidak dapat di gelar karena adanya pembatasan penerbangan internasional oleh sejumlah negara di dunia termasuk di kawasan Eropa dan Amerika serikat karena adanya pandemi Covid-19 di seluruh dunia
2
1",,,2,1,[],https://twitter.com/AlbertSolo2/status/1375514518147637250
indomie rebus,@enjelow,2021-03-26T11:56:32.000Z,"indomie rebus
@enjelow
·
Mar 26","pertamina mandalika racing team 
MotoGP™
@MotoGP
 · Mar 26
One class down, time to introduce another one to 2021! 

#Moto2 is back! 

#QatarGP ",😎 💨 🏁 🤝 🙌,,,,"['https://pbs.twimg.com/profile_images/1319411648399089664/j1NXSCtV_mini.jpg', 'https://pbs.twimg.com/media/ExZzwklWEAEpwKZ.jpg']",https://twitter.com/enjelow/status/1375416374827253760
#KelolaBersama Aset Negara,@BLU_LMAN,2021-03-26T08:18:30.000Z,"#KelolaBersama Aset Negara
@BLU_LMAN
·
Mar 26","Dalam upaya mengembangkan potensi pariwasata yang ramah lingkungan dan juga bertaraf internasional, pemerintah menyiapkan destinasi baru di Kawasan Ekonomi Khusus (KEK) Mandalika lho. LMAN ditugaskan untuk ikut andil dalam melaksanakan pendanaan untuk pengadaan lahannya.
1",,1,,,['https://pbs.twimg.com/media/ExZD8dfUYAABlE3?format=jpg&name=small'],https://twitter.com/BLU_LMAN/status/1375361504078262276
Albert Solo,@AlbertSolo2,2021-03-26T18:28:54.000Z,"Albert Solo
@AlbertSolo2
·
Mar 27","Namun ada kabar baiknya, panitia penyelenggara GP motor tahun ini tetap akan menggelar balapan MotoGP di Mandalika Lombok NTB Indonesia, tapi tanpa ada kehadiran penonton di dalam sirkuit penyenggelara GP motor edisi tahun ini dan tentu saja ini tidak bagus untuk pemasukan negara
1
1",,,1,1,[],https://twitter.com/AlbertSolo2/status/1375515117299716099
Jawa Pos,@jawapos,2021-03-26T02:30:16.000Z,"Jawa Pos
@jawapos
·
Mar 26","Tahun Ini Belum Jelas, Sirkuit Mandalika Masuk Kalender MotoGP 2022
lombokpost.jawapos.com
Tahun Ini Belum Jelas, Sirkuit Mandalika Masuk Kalender MotoGP 2022
Gelaran MotoGP di Sirkuit Mandalika yang direncanakan Oktober nanti masih belum jelas. Meski hingga saat ini penyelesaian pembangunan Sirkuit Mandalika terus dikebut Indonesia Tourism Development...
1",,,,1,[],https://twitter.com/jawapos/status/1375273870630903810
Kristianto 1407,@Kristianto1407,2021-03-26T12:28:02.000Z,"Kristianto 1407
@Kristianto1407
·
Mar 26","Pembalap mandalika, Bo Bendsneyder gacor juga di FP1 sejauh ini
1",,,,1,[],https://twitter.com/Kristianto1407/status/1375424303395528708
Gie Wahyudi,@giewhydi,2021-03-26T03:24:48.000Z,"Gie Wahyudi
@giewhydi
·
Mar 26","Indonesia memiliki dua tim dan calon tuan rumah seri MotoGP 2021. Tim pertama adalah Indonesian Racing Team Gresini yang akan tampil di Moto3. Di kelas Moto2, Indonesia juga memiliki wakil lewat Pertamina Mandalika SAG Team.
cnnindonesia.com
Aroma Kental Indonesia di MotoGP 2021
Keterlibatan Indonesia pada ajang Grand Prix MotoGP, Moto2, Moto3 musim 2021 semakin nyata.
1",,,,1,[],https://twitter.com/giewhydi/status/1375287591746998281
Pikiran Rakyat,@pikiran_rakyat,2021-03-26T04:34:04.000Z,"Pikiran Rakyat
@pikiran_rakyat
·
Mar 26","Tak Hanya Mandalika, Bali Juga Bakal Punya Sirkuit Internasional
pikiran-rakyat.com
Tak Hanya Mandalika, Bali Juga Bakal Punya Sirkuit Internasional - Pikiran-Rakyat.com
Tak hanya Mandalika saja, Ketua IMI Bambang Soesatyo menjelaskan bahwa pemerintah sedang merencanakan bangun sirkuit internasional di Bali
1
2",,1,,2,[],https://twitter.com/pikiran_rakyat/status/1375305023010205699
قارينا,@mandalika_99,2021-03-26T12:21:06.000Z,"قارينا
@mandalika_99
·
Mar 26",feeling grateful sbb ada my spiral of silence gang yg tolong registerkan my class haihh sayang benor teman,💎,,,,[],https://twitter.com/mandalika_99/status/1375422559290728450
Oke,@ambisakunui,2021-03-26T14:08:51.000Z,"Oke
@ambisakunui
·
Mar 26","jadi kalo mau tau yhh searching sendiri :).

untuk soal yg bener ada 1 kok, di soal terakhir hehehe. dan ini pun karna gampang sih. ditanya di mana indonesia bakal gelar motoGP. jelas di mandalika dong.

karna cukup sering liat berita balapan olahraga jadi tau.
1",,1,,,[],https://twitter.com/ambisakunui/status/1375449672836259842
Scherazade Mulia Saraswati,@ScherazadeMS,2021-03-26T13:31:49.000Z,"Scherazade Mulia Saraswati
@ScherazadeMS
·
Mar 26","Replying to 
@sitris_putra
Mandalika bukan permanent track, seperti Sepang atau Chang. Ketika tidak dipakai balapan, sirkuit jadi jalan kawasan.
1
1",,1,,1,[],https://twitter.com/ScherazadeMS/status/1375440353264758791
Kompas Otomotif,@KompasOtomotif,2021-03-26T00:28:02.000Z,"Kompas Otomotif
@KompasOtomotif
·
Mar 26","Setelah Mandalika, Bali Juga Mau Bangun Sirkuit Internasional
otomotif.kompas.com
Setelah Mandalika, Bali Juga Mau Bangun Sirkuit Internasional
Selain Sirkuit Mandalika, Indonesia juga akan miliki satu lagi sirkuit bertaraf internasional di Bali.",,,,,['https://pbs.twimg.com/card_img/1461597851382091777/snWtXuje?format=jpg&name=small'],https://twitter.com/KompasOtomotif/status/1375243107806060548
RAS SERA BARATA,@BarataSera,2021-03-26T04:32:35.000Z,"RAS SERA BARATA
@BarataSera
·
Mar 26","Replying to 
@tempodotco
Indonesia Mandalika Racing ikut di Moto2 Berarti semoga..sukses",,,,,[],https://twitter.com/BarataSera/status/1375304652913176576
insertkabar,@insertkabar,2021-03-26T21:48:24.000Z,"insertkabar
@insertkabar
·
Mar 27","@Mandalika_RTI
 teruntuk PR tim. Kami dari INSERTKABAR mengharapkan, adanya press rilis yang dikeluarkan oleh pihak management untuk kami awak media, agar bisa menulis secara detail tentang tim Pertamina Mandalika SAG, sesi balapan sudah dimulai di Losail, namun tak ada rilis.
1",,1,,,[],https://twitter.com/insertkabar/status/1375565321776492544
MasnaOE,@AhmadN450r1,2021-03-26T09:06:51.000Z,"MasnaOE
@AhmadN450r1
·
Mar 26","Replying to 
@CNNIndonesia
Sirkuit Mandalika... proyek pemerintah apa swasta ya? Soalnya agar sesuai aturan Dorna, pasti akan banyak produk impornya...",💎 ⚪,,,,[],https://twitter.com/AhmadN450r1/status/1375373672198799375
thispalpal,@thispalpal,2021-03-26T01:46:22.000Z,"thispalpal
@thispalpal
·
Mar 26","Replying to 
@andihiyat
beli sirkuit Mandalika",,,,,[],https://twitter.com/thispalpal/status/1375262819881426945
#KelolaBersama Aset Negara,@BLU_LMAN,2021-03-26T08:18:31.000Z,"#KelolaBersama Aset Negara
@BLU_LMAN
·
Mar 26","Gimana gak keren coba kawasan Mandalika ini?? Bisa nonton balapan, ceki ceki pemandangan terus ekosistemnya ramah lingkungan lagi.

Siap-siap #SahabatAset, Start your Engine and get ready for Mandalika!!!

#SirkuitInternasional
#OptimalAsetnya
#AsetNegara",,,,,[],https://twitter.com/BLU_LMAN/status/1375361507886723078
قارينا,@mandalika_99,2021-03-26T16:08:21.000Z,"قارينا
@mandalika_99
·
Mar 26","Replying to 
@njaqillahn
hahaha alolo apa yg aku boleh bgtau rasanya seperti epal lembik hahahahahha",💎,,,,[],https://twitter.com/mandalika_99/status/1375479747136778243
Sitris putra,@sitris_putra,2021-03-26T13:43:59.000Z,"Sitris putra
@sitris_putra
·
Mar 26","Replying to 
@ScherazadeMS
Ohh gt ya mba. Makasih infonya mba. Pemikiranku td kan mandalika yg berada di lombok ke pecatu tu dekat gt. Ini skedar hny mau bersaing apa gmna gt
1",,1,,,[],https://twitter.com/sitris_putra/status/1375443414917869571
Sitris putra,@sitris_putra,2021-03-26T13:26:36.000Z,"Sitris putra
@sitris_putra
·
Mar 26","Replying to 
@ScherazadeMS
Klo alasannya dibangun untuk ajang balapan gokart, drag bike, mini moto gp dan balap motor underbone emg di mandalika saja gk bs ya ini. 
Ap pnya tujuan lain hny untuk menarik wisatawan2 asing saja
1",,1,,,[],https://twitter.com/sitris_putra/status/1375439043161321472
Mat Johar,@MatJohar3,2021-03-26T16:35:10.000Z,"Mat Johar
@MatJohar3
·
Mar 26","Replying to 
@bosedii3
 @SlametMintolo1
 and 
@Andiarief__
Maaf kawan,terlalu banyak yg sdh di bangun oleh pemerintah sekarang,jalan,bandara,bendungan,pasar,jembatan,stadion sepak bola,perbatasan antar negara,mau nonton motogp sebentar lg tak usah leluar negri krn di mandalika lombok dikit lg rampung.selamat yaa sampai 2024.
1
1",😂 🙏,1,,1,[],https://twitter.com/MatJohar3/status/1375486496036163590
قارينا,@mandalika_99,2021-03-26T12:44:33.000Z,"قارينا
@mandalika_99
·
Mar 26","Replying to 
@zhrhzarane_
haih nampaknya gittew tacod beby",💎 😭,,,,[],https://twitter.com/mandalika_99/status/1375428459241959424
Scherazade Mulia Saraswati,@ScherazadeMS,2021-03-26T04:14:52.000Z,"Scherazade Mulia Saraswati
@ScherazadeMS
·
Mar 26","Replying to 
@kusuma_loka
 @NugiePratomo
 and 
@ipulsaepul93
Bisa. Tapi sebenarnya yang jauh lebih penting itu Mandalika bisa dipakai untuk tempat latihan pembalap Indonesia secara reguler ngga?

Kasian banget pembalap Indonesia, tempat latihan cuma di Sentul. Galang Hendra malah di Mijen.
1",,1,,,[],https://twitter.com/ScherazadeMS/status/1375300194237997057
Kusuma Loka,@kusuma_loka,2021-03-26T04:13:24.000Z,"Kusuma Loka
@kusuma_loka
·
Mar 26","Replying to 
@ScherazadeMS
 @NugiePratomo
 and 
@ipulsaepul93
Mandalika bisa buat f1 gk ya?
1",,1,,,[],https://twitter.com/kusuma_loka/status/1375299825424429056
